,AcresBurned,ArchiveYear,Counties,Extinguished,Location,Name,Started,Severity
658,5738,2017,Fresno,2018-01-09T09:51:00Z,Off of Hwy 33 and Lost Hills south of Coalinga,Jayne Fire,2017-04-20T15:40:00Z,0.013988264
659,5247,2017,Stanislaus,2018-01-09T12:15:00Z,The Summit Complex consists of 3 fires burning on the Summit Ranger District of the Stanislaus National Forest.,Summit Complex,2017-07-31T13:44:00Z,0.01279129
660,4736,2017,Trinity,2018-01-09T12:27:00Z,"Dutchman Rd, east of Zenia",Ruth Complex,2017-08-07T22:30:00Z,0.011545559
661,4310,2017,Plumas,2018-01-09T12:08:00Z,"Forest Road 24N26, 3 miles southwest of Quincy (Plumas County)",Minerva Fire,2017-07-29T18:55:00Z,0.010507044
662,4100,2017,San Diego,2018-01-09T13:47:00Z,"Old Hwy 395 at Dulin Road, Bonsall",Lilac Fire,2017-12-07T11:15:00Z,0.0099951
663,4016,2017,Butte,2018-08-30T15:27:00Z,"Ponderosa way and Lumpkin road, 2 miles NW of Forbestown ",Ponderosa Fire,2017-08-29T13:16:00Z,0.009790322
664,3874,2017,Riverside,2018-01-09T12:50:00Z,"San Timoteo Canyon Road / Fisherman's Retreat, Beaumont",Palmer Fire,2017-09-02T13:33:00Z,0.009444151
665,3142,2017,Siskiyou,2018-01-09T12:26:00Z,"Siskiyou Wilderness, Six Rivers NF",Young Fire,2017-08-07T17:45:00Z,0.00765966
666,2940,2017,Kern,2018-01-09T11:46:00Z,"Hwy 155, north of Bakersfield",Hawk Fire,2017-07-07T09:18:00Z,0.007167218
667,2662,2017,Orange,2018-03-28T11:36:00Z,"CA-91 and Cole Canyon, City of Anaheim",Canyon Fire,2017-09-25T13:03:00Z,0.006489501
668,2575,2017,Plumas,2018-01-09T13:18:00Z,McRae Meadows,Eureka Fire,2017-09-05T18:38:00Z,0.00627741
669,2312,2017,Kings,2018-01-09T12:44:00Z,"off I-5 & Quebec Ave, north of Avenal",I-5 Fire,2017-08-24T18:13:00Z,0.005636261
670,2295,2017,Tulare,2018-01-09T12:17:00Z,North of Jordan Hot Springs,Indian Fire,2017-08-02T18:00:00Z,0.005594818
671,2289,2017,Tulare,2018-01-09T12:15:00Z,"Road 268 & E. Teapot Dome Ave., 4 miles east of Porterville",Roadrunner Fire,2017-07-30T17:43:00Z,0.005580191
672,2269,2017,Yolo,2018-01-09T11:45:00Z,"Hwy 128 and Pleasant View Rd, south west of Winters",Winters Fire,2017-07-06T12:41:00Z,0.005531435
673,2207,2017,Lake,2018-02-09T09:29:00Z,"off Hwy 20 and Sulphur Bank Road, Clearlake Oaks",Sulphur Fire (Mendocino Lake Complex),2017-10-08T23:59:00Z,0.005380289
674,2056,2017,San Diego,2018-01-09T10:06:00Z,"off of Hwy 94 and Otay Truck Trail, northwest of Dulzura",Gate Fire,2017-05-20T23:19:00Z,0.005012177
675,1868,2017,Sonoma,2018-01-09T13:33:00Z,near Kenwood,Adobe Fire (Central LNU Complex),2017-10-09T01:00:00Z,0.004553865
676,1816,2017,Monterey,2018-01-09T11:50:00Z,"Vineyard Canyon Rd, west of Parkfield",Parkfield Fire,2017-07-08T18:30:00Z,0.004427098
677,1816,2017,San Luis Obispo,2018-01-09T11:50:00Z,"Vineyard Canyon Rd, west of Parkfield",Parkfield Fire,2017-07-08T18:30:00Z,0.004427098
678,1800,2017,Merced,2018-01-09T09:56:00Z,"Hwy 152 and Arburura Road, southwest of Los Banos",Wright Fire,2017-05-12T15:30:00Z,0.004388093
679,1749,2017,Stanislaus,2018-01-09T12:50:00Z,Bourland area of the Stanislaus National Forest ,Creek Fire,2017-09-03T16:23:00Z,0.004263763
680,1660,2017,Sonoma,2018-01-09T13:34:00Z,Hwy 37 & Lakeville Highway,37 Fire,2017-10-09T14:00:00Z,0.004046797
681,1649,2017,Fresno,2018-01-09T11:58:00Z,"Parkfield Rd and Hwy 198, 7 miles west of Coalinga",Park Fire,2017-07-17T13:15:00Z,0.00401998
682,1626,2017,Kern,2018-01-09T11:45:00Z,off Hwy 65 and Famoso Road east of Famoso,Quail Fire,2017-07-06T12:29:00Z,0.00396391
683,1598,2017,San Luis Obispo,2018-01-09T11:08:00Z,"Park Hill Road and La Entrada, east of Santa Margarita",Hill Fire,2017-06-26T15:27:00Z,0.003895651
684,1538,2017,Fresno,2018-01-09T11:41:00Z,"off Los Gatos Creek Rd, west of Coalinga",Derrick Fire,2017-07-02T22:28:00Z,0.003749381
685,1522,2017,Kern,2018-01-09T10:41:00Z,"Democrat, west of Lake Isabella",Highway Fire,2017-06-18T14:22:00Z,0.003710376
686,1503,2017,San Bernardino,2018-01-09T11:00:00Z,"off Highway 18 & Holcomb Valley Rd, east of Big Bear Lake",Holcomb Fire,2017-06-19T15:05:00Z,0.003664057
687,1431,2017,Madera,2018-01-09T10:30:00Z,"Oakwood Road and Road 406, northeast of Madera",Oakwood Fire,2017-06-10T13:19:00Z,0.003488534
688,1350,2017,Kern,2018-01-09T12:14:00Z,"1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District",Garden Fire,2017-07-30T16:17:00Z,0.00329107
689,1350,2017,Riverside,2018-01-09T09:53:00Z,"off Opera Loop & East Palmyrita Avenue, in Highgrove ",Opera Fire,2017-04-30T15:23:00Z,0.00329107
690,1319,2017,Kern,2018-01-09T12:50:00Z,"Kernville Rd. x Sierra Way, 6 miles north of Lake Isabella",Caldwell Fire,2017-09-01T14:37:00Z,0.003215497
691,1286,2017,Sacramento,2018-01-09T12:06:00Z,"Off Latrobe Rd & Scott Rd, near Rancho Murieta",Latrobe Fire,2017-07-26T14:45:00Z,0.003135048
692,1200,2017,Kern,2018-01-09T11:16:00Z,"Breckenridge Road, 3 miles east of Bakersfield",Tarina Fire ,2017-06-30T13:49:00Z,0.002925395
693,1088,2017,San Diego,2018-01-09T13:41:00Z,"Range 600, Case Springs Road, Camp Pendleton",Buffalo Fire,2017-10-17T10:19:00Z,0.002652358
694,1083,2017,Kern,2018-01-09T11:59:00Z,"Hudson Ranch Rd. and Hwy 166, south of Maricopa",Hudson Fire,2017-07-18T11:45:00Z,0.002640169
695,1044,2017,Riverside,2018-01-09T12:38:00Z,Blaine Rd and Terrace Dr,Blaine Fire,2017-08-13T16:10:00Z,0.002545094
696,1035,2017,Madera,2018-01-09T13:18:00Z,"Mission Dr. and Italian Bar Rd., 2 miles east of North Fork",Mission Fire,2017-09-03T13:06:00Z,0.002523153
697,1020,2017,Plumas,2018-01-09T12:20:00Z,"Chilcoot Ave, Chilcoot",Chilcoot Fire,2017-08-06T15:32:00Z,0.002486586
698,1000,2017,San Diego,2018-01-09T10:17:00Z, Basilone Road X Las Pulgas Road,Range Fire,2017-05-25T18:15:00Z,0.002437829
699,995,2017,Shasta,2018-01-09T13:21:00Z,"off of Baker Rd, east of Big Bend",Berry Fire,2017-09-12T06:58:00Z,0.00242564
700,976,2017,Fresno,2018-01-09T09:52:00Z," El Dorado Ave & Kamm Ave, northeast of Coalinga",El Dorado Fire,2017-04-28T15:40:00Z,0.002379321
701,900,2017,Mendocino,2018-01-09T11:56:00Z,"Hwy 101, 5 miles northwest of Redwood Valley ",Grade Fire,2017-07-16T14:51:00Z,0.002194046
702,867,2017,Yuba,2018-01-09T12:43:00Z,"Chuck Yeager Road, Beale Air Force Base",Beale Fire,2017-08-20T14:44:00Z,0.002113598
703,866,2017,Riverside,2018-01-09T13:45:00Z,"S Main Divide Rd and Wildomar OHV Park, west of Wildomar City",Wildomar Fire,2017-10-26T12:34:00Z,0.00211116
704,859,2017,Lassen,2018-01-09T12:21:00Z,"Scott Rd, 9 miles south of Doyle",Poslin Fire,2017-08-06T19:52:00Z,0.002094095
705,821,2017,Nevada,2018-02-09T09:51:00Z,"near Lone Lobo Trail, Rough and Ready",Lobo Fire (Wind Complex),2017-10-09T00:01:00Z,0.002001458
706,800,2017,Los Angeles,2018-01-09T10:34:00Z,North side of Castaic Lake,Lake Fire,2017-06-17T13:55:00Z,0.001950263
707,775,2017,San Luis Obispo,2018-01-09T12:36:00Z,Field Rd and Perimeter Rd at Training Area Yankee 6 in Camp Roberts,Yankee Fire,2017-08-11T16:06:00Z,0.001889318
708,760,2017,Los Angeles,2018-01-09T11:08:00Z,"Off Hwy 14 & Placerita Canyon Rd, in Santa Clarita",Placerita Fire,2017-06-25T12:47:00Z,0.00185275
709,747,2017,Sierra,2018-01-09T11:51:00Z,"Hwy 80 and State Boundary, 12 miles northeast of Truckee ",Farad Fire,2017-07-10T13:02:00Z,0.001821058
710,690,2017,Tuolumne,2018-01-09T12:09:00Z,"Jacksonville Road, south of Jamestown",Jacksonville Fire,2017-07-29T13:50:00Z,0.001682102
711,680,2017,Mariposa,2018-01-09T12:51:00Z,"Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa",Peak Fire,2017-09-03T13:10:00Z,0.001657724
712,670,2017,San Bernardino,2018-01-09T11:09:00Z,"Highland Ave and City Creek Road, Highland",Mart Fire,2017-06-27T15:22:00Z,0.001633346
713,630,2017,Mariposa,2018-01-09T11:10:00Z,off Ben Hur Road and Silver Bar Road,Ben Fire,2017-06-28T15:49:00Z,0.001535832
714,562,2017,Modoc,2018-01-09T11:10:00Z,"Hwy 139 south of Newell, east of Tule Lake",Battle Fire,2017-06-28T13:50:00Z,0.00137006
715,545,2017,Riverside,2018-01-09T12:42:00Z,Misa Canyon Road and Bluff Street,Mias Fire,2017-08-14T15:45:00Z,0.001328617
716,530,2017,Lassen,2018-01-09T12:20:00Z,"Ash Valley, 6 miles west of Madeline",W-2 Fire,2017-08-06T15:29:00Z,0.00129205
717,506,2017,Kern,2018-01-09T10:07:00Z,"Round Mountain Road and Amaya Court, north of Lake Ming",Ming Fire,2017-05-20T14:23:00Z,0.001233542
718,486,2017,San Diego,2018-01-09T10:06:00Z,"Camp Pendleton, north of India Training Area",Deluz Fire,2017-05-19T14:45:00Z,0.001184785
719,469,2017,Siskiyou,2018-01-09T11:44:00Z,"Highway 3 & Fay Lane, south of Etna",Fay Fire,2017-07-05T11:05:00Z,0.001143342
720,460,2017,San Luis Obispo,2018-01-09T12:17:00Z,"Off Hwy 58 & Red Hill Rd, east of Wilson Corner",Red Fire,2017-08-02T10:15:00Z,0.001121401
721,460,2017,San Bernardino,2018-04-12T14:52:00Z,"off Greenspot Rd and Santa Ana Canyon Rd, Highland",Bridge Fire,2017-07-14T14:23:00Z,0.001121401
722,450,2017,Fresno,2018-01-09T10:30:00Z,"off South Monterey Ave. & W South Ave., near Tranquillity ",Monterey Fire,2017-06-11T17:15:00Z,0.001097023
